# jls-ledger.tsv — every leaf section of java-langspec-1.0.pdf, with its coverage status.
#
# Transcribed from the spec's own table of contents (PDF pp. 7-19, printed vii-xix).
# This file is the WHOLE against which coverage is measured: a subset chosen by hand is
# indistinguishable from completeness unless the whole is written down first.
#
# status: COVERED | N/A | UNCOVERED    (default UNCOVERED; there is no fourth value)
#   COVERED  -> reason_or_templates lists the template ids exercising it (computed, not typed)
#   N/A      -> reason_or_templates is a written reason citing spec text or a TESTED behaviour
#   UNCOVERED-> the honest default
#
# Checked by conformance/check-ledger (gapless numbering, monotone pages, chapter anchoring).
#
# section	title	page	status	reason_or_templates
9.4.1	Inheritance and Overriding	189	UNCOVERED		a subinterface method overrides the same signature per-signature; a differing return type (or return vs void) and a widening throws clause are compile-time errors
9.4.2	Overloading	190	UNCOVERED		same name with different signatures overloads legally across declared and inherited interface methods, with no required return-type or throws relationship
9.4.3	Examples of Abstract Method Declarations	190	N/A	a single lead-in sentence ("The following examples illustrate some (possibly subtle) points about abstract method declarations") stating no rule; the observable content is in 9.4.3.1 and 9.4.3.2	
9.4.3.1	Example: Overriding	190	UNCOVERED		an overriding interface method may narrow the throws clause (InfiniteBuffer.get throws only BufferError), so a call through the subinterface need not handle the dropped exception
9.4.3.2	Example: Overloading	191	UNCOVERED		a subinterface overloading an inherited method has all three signatures; an implementing class must supply all three and calls dispatch by argument type
10.1	Array Types	194	COVERED	Ch10	an array whose component type is an interface or abstract class holds null or instances of any implementing/concrete-subclass type; length is not part of the array type
10.2	Array Variables	194	COVERED	Ch10,Ch10b	declaring an array variable creates no array (stays null) while `T[] v` and `T v[]` declare the same type, and one variable can successively hold arrays of different lengths
10.3	Array Creation	195	COVERED	Ch10	`new T[n]` and an array initializer both create an array whose `length` is a final field and whose every component is initialized
10.4	Array Access	195	COVERED	Ch10	array access is 0-origin with byte/short/char indices promoted to int, and an index < 0 or >= length throws IndexOutOfBoundsException
10.5	Arrays: A Simple Example	196	COVERED	Ch10	the Gauss program filling int[101] via ia.length and summing it prints 5050
10.6	Arrays Initializers	196	COVERED	Ch10,Ch10b	an initializer's array length equals the expression count, initializers nest, a trailing comma is ignored, and indexing a null subarray element throws NullPointerException
10.7	Array Members	197	COVERED	Ch10	arrays have a public final `length`, implement Cloneable, and clone() returns a distinct array that is a shallow copy sharing subarrays
10.8	Class Objects for Arrays	199	COVERED	Ch10	getClass() on arrays of the same component type yields the same Class object named "[I" for int[], whose getSuperclass() is java.lang.Object
10.9	An Array of Characters is Not a String	199	COVERED	Ch10	char[] is not a String and is not NUL-terminated; String.toCharArray() returns a separate mutable array with the same characters
10.10	Array Store Exception	199	COVERED	Ch10	ArrayStoreException on storing a supertype instance into an array whose actual element type is a subtype, while reads through the widened reference succeed
11.1	The Causes of Exceptions	202	UNCOVERED		a VM-detected condition (e.g. integer divide by zero) throws at the specified expression/statement point, not an arbitrary one
11.2	Compile-Time Checking of Exceptions	203	UNCOVERED		a checked exception not named in the throws clause (incl. an overriding method widening throws, or a field/static initializer) is a compile-time error
11.2.1	Why Errors are Not Checked	203	UNCOVERED		Error and its subclasses need no throws clause: throwing one from an undeclared method compiles
11.2.2	Why Runtime Exceptions are Not Checked	203	UNCOVERED		RuntimeException and its subclasses need no throws clause: throwing one from an undeclared method compiles
11.3	Handling of an Exception	204	UNCOVERED		the nearest dynamically-enclosing catch whose parameter type is the exception class or a superclass handles it; finally runs during propagation and its abrupt completion discards the original reason
11.3.1	Exceptions are Precise	205	UNCOVERED		side effects before the throw point are all visible and none after it are, even under optimization
11.3.2	Handling Asynchronous Exceptions	205	N/A	the only sources of an asynchronous exception are Thread.stop/ThreadGroup.stop (threads, absent on this target) and an InternalError raised by a VM/hardware fault; no Java construct can produce either, so the delay/precision rule has nothing to observe	
11.4	An Example of Exceptions	206	UNCOVERED		the worked program's exact output: ArithmeticException "/ by zero", NullPointerException, a user checked exception, and finally printing on every invocation
11.5	The Exception Hierarchy	208	UNCOVERED		the hierarchy Object > Throwable > {Exception > RuntimeException, Error} is observable via catch and instanceof
11.5.1	The Classes Exception and RuntimeException	208	UNCOVERED		catch (Exception e) catches every Exception, including any RuntimeException and any user subclass of Exception
11.5.1.1	Standard Runtime Exceptions	208	UNCOVERED		each listed unchecked exception is thrown by its specific operation (zero divisor, bad covariant array store, bad cast, negative array size, null use, index out of range, bad numeric parse) and requires no throws clause
11.5.1.2	Standard Checked Exceptions	210	UNCOVERED		each listed checked exception (CloneNotSupportedException from clone on a non-Cloneable, ClassNotFoundException, InstantiationException, IOException and its subclasses) must be caught or declared
11.5.2	The Class Error	211	UNCOVERED		Error is a subclass of Throwable disjoint from Exception, so catch (Exception e) does not catch a thrown Error but catch (Throwable t) does
11.5.2.1	Loading and Linkage Errors	211	UNCOVERED		a static initializer or static-field initializer whose exception is not an Error surfaces as ExceptionInInitializerError
11.5.2.2	Virtual Machine Errors	212	UNCOVERED		unbounded recursion throws StackOverflowError and an unsatisfiable allocation throws OutOfMemoryError, both catchable as VirtualMachineError/Error
12.1	Virtual Machine Start-Up	215	UNCOVERED		execution starts by invoking main with the command-line arguments as a String array, in order
12.1.1	Load the Class Test	216	N/A	describes a class loader finding a binary representation and throwing an error if it fails; under whole-program compilation every class is compiled into the one module, so no load step and no load failure can occur at run time	
12.1.2	Link Test: Verify, Prepare, (Optionally) Resolve	216	N/A	narrates verify/prepare/resolve of a class-file binary and the implementation's freedom in resolution timing; there is no runtime binary or symbolic reference to link, and §12.3.4 states correctly formed programs never encounter linkage errors	
12.1.3	Initialize Test: Execute Initializers	217	UNCOVERED		before main runs, superclasses are initialized first and the class's static initializers and class-variable initializers execute in textual order
12.1.4	Invoke Test.main	218	UNCOVERED		the entry point invoked after initialization is the public static void main(String[]) of the named class
12.2	Loading of Classes and Interfaces	218	N/A	specifies the class-file binary format, defineClass, and the VM's internal class-name/class-loader table used to resolve symbolic references — host loader machinery with no runtime existence under whole-program compilation to one module	
12.2.1	The Loading Process	219	N/A	the ClassCircularityError / ClassFormatError / NoClassDefFoundError family requires a class loader supplying a malformed, circular, or missing binary at run time; with all sources compiled together these are compile-time diagnostics, never program-observable throws	
12.2.2	Loading: Implications for Code Generation	219	N/A	advice to implementors about group-loading binary formats (and explicitly discourages the technique); it states no rule about program behaviour	
12.3	Linking of Classes and Interfaces	220	UNCOVERED		a class is completely prepared before it is initialized, so its static fields read as their default values before any initializer runs
12.3.1	Verification of the Binary Representation	220	N/A	VerifyError arises from a structurally invalid class-file binary; a program compiled from source into the module has no separately produced binary that could fail verification	
12.3.2	Preparation of a Class or Interface Type	221	UNCOVERED		static fields exist with their type's §4.5.4 default value before any explicit static initializer executes
12.3.3	Resolution of Symbolic References	221	N/A	IllegalAccessError, InstantiationError, NoSuchFieldError, NoSuchMethodError, UnsatisfiedLinkError all arise from a symbolic reference to a separately compiled type that changed (§13.4.x) or a missing native body — binary evolution, which whole-program compilation rules out	
12.3.4	Linking: Implications for Code Generation	222	N/A	implementation-latitude prose about when linkage editing happens; it states outright that this flexibility does not affect correctly formed Java programs, so nothing is observable	
12.4	Initialization of Classes and Interfaces	223	UNCOVERED		a class's superclass is initialized before it, but implemented interfaces (and an interface's superinterfaces) are not
12.4.1	When Initialization Occurs	223	UNCOVERED		initialization fires only on first active use — a use of a compile-time constant field, or of a field via a subclass name, does not initialize the declaring or named class
12.4.2	Detailed Initialization Procedure	225	UNCOVERED		a non-Error exception thrown by a static initializer is wrapped in ExceptionInInitializerError, and later use of the now-erroneous class throws NoClassDefFoundError
12.4.3	Initialization: Implications for Code Generation	227	N/A	optimization advice to code generators about eliding initialization checks; it prescribes no behaviour a program can observe, only how an implementation may compile the §12.4.1 rule	
12.5	Creation of New Class Instances	228	UNCOVERED		instance creation order: default values, then this()/super() chain, then instance initializers left to right, then the constructor body — so an overridden method called from a superclass constructor sees default field values
12.6	Finalization of Class Instances	231	UNCOVERED		an object's finalize is invoked before its storage is reclaimed, and an exception thrown out of a finalizer is ignored and terminates that finalization
12.6.1	Implementing Finalization	232	UNCOVERED		finalize is automatically invoked at most once per object, even if the finalizer resurrects it and it later becomes unreachable again
12.6.2	Finalizer Invocations are Not Ordered	234	N/A	states only that no ordering is imposed and finalizers may run in any order; it removes a constraint rather than adding one, so every ordering conforms and no assertion can fail	
12.7	Finalization of Classes	235	UNCOVERED		a class declaring static void classFinalize() has it invoked at most once, and runFinalizersOnExit(true) forces it before the VM exits
12.8	Unloading of Classes and Interfaces	235	N/A	unloading is explicitly optional and its mechanisms are unspecified in this edition; a program can neither force unloading nor distinguish an implementation that never unloads, which is conforming	
12.9	Virtual Machine Exit	235	UNCOVERED		System.exit/Runtime.exit terminates the VM, and runFinalizersOnExit(true) makes pending finalizers run before it does
13.1	The Form of a Java Binary	238	UNCOVERED		a static/final field initialized by a compile-time constant expression must never be observed holding its default value — the constant is resolved at compile time to its value
13.2	What Binary Compatibility Is and Is Not	240	UNCOVERED		Observable through the jre/plugin seam: javelinac --mode jre builds jre.wasm and a plugin IMPORTS from it, so a plugin compiled against one jre and run against a changed one IS the pre-existing-binary scenario. On this target the break surfaces as a link/validation failure rather than the class-file error the section names.
13.3	Evolution of Packages	242	UNCOVERED		Observable through the jre/plugin seam: javelinac --mode jre builds jre.wasm and a plugin IMPORTS from it, so a plugin compiled against one jre and run against a changed one IS the pre-existing-binary scenario. On this target the break surfaces as a link/validation failure rather than the class-file error the section names.
13.4	Evolution of Classes	242	UNCOVERED		Observable through the jre/plugin seam: javelinac --mode jre builds jre.wasm and a plugin IMPORTS from it, so a plugin compiled against one jre and run against a changed one IS the pre-existing-binary scenario. On this target the break surfaces as a link/validation failure rather than the class-file error the section names.
13.4.1	abstract Classes	242	UNCOVERED		Class.newInstance() on an abstract class throws InstantiationException
13.4.2	final Classes	242	UNCOVERED		Observable through the jre/plugin seam: javelinac --mode jre builds jre.wasm and a plugin IMPORTS from it, so a plugin compiled against one jre and run against a changed one IS the pre-existing-binary scenario. On this target the break surfaces as a link/validation failure rather than the class-file error the section names.
13.4.3	public Classes	243	UNCOVERED		Observable through the jre/plugin seam: javelinac --mode jre builds jre.wasm and a plugin IMPORTS from it, so a plugin compiled against one jre and run against a changed one IS the pre-existing-binary scenario. On this target the break surfaces as a link/validation failure rather than the class-file error the section names.
13.4.4	Superclasses and Superinterfaces	243	UNCOVERED		Observable through the jre/plugin seam: javelinac --mode jre builds jre.wasm and a plugin IMPORTS from it, so a plugin compiled against one jre and run against a changed one IS the pre-existing-binary scenario. On this target the break surfaces as a link/validation failure rather than the class-file error the section names.
13.4.5	Class Body and Member Declarations	245	UNCOVERED		super.m() invokes the method of that signature in the direct superclass, bypassing the current class's override; a member added to a subclass hides/overrides by declaring class
13.4.6	Access to Members and Constructors	248	UNCOVERED		Observable through the jre/plugin seam: javelinac --mode jre builds jre.wasm and a plugin IMPORTS from it, so a plugin compiled against one jre and run against a changed one IS the pre-existing-binary scenario. On this target the break surfaces as a link/validation failure rather than the class-file error the section names.
13.4.7	Field Declarations	249	UNCOVERED		Observable through the jre/plugin seam: javelinac --mode jre builds jre.wasm and a plugin IMPORTS from it, so a plugin compiled against one jre and run against a changed one IS the pre-existing-binary scenario. On this target the break surfaces as a link/validation failure rather than the class-file error the section names.
13.4.8	final Fields and Constants	250	UNCOVERED		a static final field with a constant initializer is inlined at each use — its value is folded at compile time and it never appears with the default initial value
13.4.9	static Fields	253	N/A	specifies IncompatibleClassChangeError when a binary compiled against a static field meets an instance field or vice versa; in one compilation a static/instance mismatch is a compile-time error	
13.4.10	transient Fields	253	N/A	states only that adding or deleting transient preserves binary compatibility; transient has no effect on program execution in the language itself (it guides library serialization), so nothing changes observably	
13.4.11	volatile Fields	253	N/A	volatile's meaning is the thread memory model, which this target excludes (no threads); the section's own rule is a link-time IncompatibleClassChangeError between mismatched binaries	
13.4.12	Method and Constructor Declarations	253	UNCOVERED		a class with no declared constructors gets an implicit no-argument constructor carrying the class's own access modifier
13.4.13	Method and Constructor Parameters	254	N/A	states only that renaming a parameter is invisible and that changing a parameter's type/count equals deleting and adding a method; both are statements about signature identity across recompiles, with no run-time effect inside one compilation	
13.4.14	Method Result Type	254	UNCOVERED		Observable through the jre/plugin seam: javelinac --mode jre builds jre.wasm and a plugin IMPORTS from it, so a plugin compiled against one jre and run against a changed one IS the pre-existing-binary scenario. On this target the break surfaces as a link/validation failure rather than the class-file error the section names.
13.4.15	abstract Methods	254	UNCOVERED		Observable through the jre/plugin seam: javelinac --mode jre builds jre.wasm and a plugin IMPORTS from it, so a plugin compiled against one jre and run against a changed one IS the pre-existing-binary scenario. On this target the break surfaces as a link/validation failure rather than the class-file error the section names.
13.4.16	final Methods	255	UNCOVERED		Observable through the jre/plugin seam: javelinac --mode jre builds jre.wasm and a plugin IMPORTS from it, so a plugin compiled against one jre and run against a changed one IS the pre-existing-binary scenario. On this target the break surfaces as a link/validation failure rather than the class-file error the section names.
13.4.17	native Methods	256	N/A	states only that adding/deleting native preserves binary compatibility, and explicitly puts the effect of type changes on native methods "beyond the scope of this specification"	
13.4.18	static Methods	256	N/A	specifies IncompatibleClassChangeError when a method flips between static and instance across a recompile; in one compilation such a mismatch is a compile-time error	
13.4.19	synchronized Methods	256	N/A	synchronized is outside the implemented language subset (Java 1.0 minus synchronized, no threads), and the stated rule is only that the modifier's presence does not affect binary compatibility	
13.4.20	Method and Constructor Throws	256	UNCOVERED		throws clauses are enforced only at compile time — at run time a checked exception may propagate through a frame whose method does not declare it (e.g. from a constructor invoked via Class.newInstance)
13.4.21	Method and Constructor Body	257	N/A	states that body changes preserve compatibility and constrains when a compiler may inline across separately-distributed binaries; both are compiler/distribution obligations, not behaviour a running program can observe	
13.4.22	Method and Constructor Overloading	257	UNCOVERED		overload resolution happens entirely at compile time from static argument types — no overload selection occurs at execution time
13.4.23	Method Overriding	258	UNCOVERED		an instance method invocation dispatches dynamically to the subclass override, while a class (static) method invoked through an instance reference is bound at compile time to the declaring class of the static type
13.4.24	Static Initializers	259	UNCOVERED		Observable through the jre/plugin seam: javelinac --mode jre builds jre.wasm and a plugin IMPORTS from it, so a plugin compiled against one jre and run against a changed one IS the pre-existing-binary scenario. On this target the break surfaces as a link/validation failure rather than the class-file error the section names.
13.5	Evolution of Interfaces	259	UNCOVERED		Observable through the jre/plugin seam: javelinac --mode jre builds jre.wasm and a plugin IMPORTS from it, so a plugin compiled against one jre and run against a changed one IS the pre-existing-binary scenario. On this target the break surfaces as a link/validation failure rather than the class-file error the section names.
13.5.1	public Interfaces	259	UNCOVERED		Observable through the jre/plugin seam: javelinac --mode jre builds jre.wasm and a plugin IMPORTS from it, so a plugin compiled against one jre and run against a changed one IS the pre-existing-binary scenario. On this target the break surfaces as a link/validation failure rather than the class-file error the section names.
13.5.2	Superinterfaces	260	UNCOVERED		Observable through the jre/plugin seam: javelinac --mode jre builds jre.wasm and a plugin IMPORTS from it, so a plugin compiled against one jre and run against a changed one IS the pre-existing-binary scenario. On this target the break surfaces as a link/validation failure rather than the class-file error the section names.
13.5.3	The Interface Members	260	UNCOVERED		Observable through the jre/plugin seam: javelinac --mode jre builds jre.wasm and a plugin IMPORTS from it, so a plugin compiled against one jre and run against a changed one IS the pre-existing-binary scenario. On this target the break surfaces as a link/validation failure rather than the class-file error the section names.
13.5.4	Field Declarations	260	UNCOVERED		interface fields are implicitly static and final, so a constant-expression initializer is inlined at each use (and a non-constant initializer such as new Boolean(true).booleanValue() is not)
13.5.5	Abstract Method Declarations	261	UNCOVERED		interface abstract methods follow the class-method rules: overloaded interface methods are selected at compile time by static argument types, with no run-time overload resolution
14.1	Normal and Abrupt Completion of Statements	264	UNCOVERED		abrupt completion of an evaluated expression or substatement immediately aborts the enclosing statement with the same reason, and its succeeding steps do not run
14.2	Blocks	265	UNCOVERED		a block executes its statements in order first to last, and completes abruptly for the reason of the first one that does
14.3	Local Variable Declaration Statements	265	UNCOVERED		a local declaration may be intermixed anywhere among the statements of a block, and one in a for header executes as if it were such a statement
14.3.1	Local Variable Declarators and Types	266	UNCOVERED		trailing brackets on a declarator add array dimensions to the base type: `int a, b[], c[][]` declares int, int[], int[][]
14.3.2	Scope of Local Variable Declarations	267	UNCOVERED		a local's scope is the rest of the block including its own initializer, so `int x = x;` is an error while same-named locals in disjoint blocks compile
14.3.3	Hiding of Names by Local Variables	268	UNCOVERED		a local hides a same-named field throughout its scope, and `this.x` still reaches the hidden field
14.3.4	Execution of Local Variable Declarations	269	UNCOVERED		declarators are initialized left to right, and a declarator's initializer runs only if the preceding one completed normally
14.4	Statements	269	UNCOVERED		a dangling `else` binds to the innermost `if` it could possibly belong to
14.5	The Empty Statement	271	UNCOVERED		the empty statement `;` does nothing and always completes normally
14.6	Labeled Statements	271	UNCOVERED		a labeled statement completes normally when its body completes abruptly via `break` with that label; a duplicate enclosing label is a compile error
14.7	Expression Statements	272	UNCOVERED		an expression statement evaluates its expression and discards the value; only the listed expression forms are legal statements
14.8	The if Statement	273	UNCOVERED		the `if` condition must have type boolean — `if (1)` is a compile-time error
14.8.1	The if-then Statement	273	UNCOVERED		if-then executes the body when the condition is true and takes no action when false
14.8.2	The if-then-else Statement	273	UNCOVERED		if-then-else executes exactly one of the two branches according to the condition
14.9	The switch Statement	274	UNCOVERED		switch on char/byte/short/int jumps to the matching case and falls through to following labels; unlabeled `break` exits; `default` runs when no case matches; duplicate case values are compile errors
14.10	The while Statement	277	UNCOVERED		while re-evaluates its boolean condition before each iteration, and executes the body zero times if the condition is false first
14.10.1	Abrupt Completion	278	UNCOVERED		inside while, unlabeled break exits and continue restarts the loop; continue with label L re-loops only when the while carries L, else propagates
14.11	The do Statement	278	UNCOVERED		do-while always executes its body at least once, testing the condition after each iteration
14.11.1	Abrupt Completion	279	UNCOVERED		inside do, unlabeled break exits and continue jumps to the condition evaluation; labeled continue re-tests only when the do carries that label
14.11.2	Example of do statement	280	UNCOVERED		the do-loop toHexString implementation shown computes the same string as Integer.toHexString, emitting one digit for input 0
14.12	The for Statement	280	UNCOVERED		a for statement runs ForInit, then condition/body/ForUpdate repeatedly; the condition must be boolean
14.12.1	Initialization of for statement	281	UNCOVERED		ForInit expressions evaluate left to right and stop at the first abrupt one; a ForInit declaration's scope covers the condition, update, and body
14.12.2	Iteration of for statement	281	UNCOVERED		each iteration evaluates the condition, then the body, then ForUpdate left to right; an absent condition loops forever unless broken
14.12.3	Abrupt Completion of for statement	282	UNCOVERED		in for, unlabeled break exits while continue still runs ForUpdate before the next iteration test
14.13	The break Statement	283	UNCOVERED		break transfers control out of the innermost switch/while/do/for or the named labeled statement, running intervening finally clauses innermost to outermost first
14.14	The continue Statement	285	UNCOVERED		continue ends the current iteration of the innermost (or labeled) iteration statement, running intervening finally clauses first
14.15	The return Statement	286	UNCOVERED		return hands its evaluated value to the invoker as the method's value, after executing the finally clauses of enclosing try statements
14.16	The throw Statement	287	UNCOVERED		throw transfers control to the nearest catch that can accept the value, running intervening finally clauses; a null throw operand and unhandled checked exceptions are observable
14.17	The synchronized Statement	289	N/A	specifies acquiring and releasing a mutual-exclusion lock (§17.13) on behalf of the executing thread; the target is Java 1.0 minus `synchronized`, with no threads, so no program on it can contain or observe this statement	
14.18	The try statement	290	UNCOVERED		a catch parameter must be Throwable or a subclass, its scope is the catch block, handlers are considered left to right, and finally runs however control leaves try/catch
14.18.1	Execution of try-catch	291	UNCOVERED		the first (leftmost) catch whose parameter type accepts the thrown value's run-time type handles it; unmatched values propagate
14.18.2	Execution of try-catch-finally	292	UNCOVERED		finally executes on every exit path, and a finally that completes abruptly replaces and discards the pending reason (including a pending throw)
14.19	Unreachable Statements	295	UNCOVERED		an unreachable statement is a compile-time error: `while (false) { x=3; }` is rejected while `if (false) { x=3; }` is accepted
15.1	Evaluation, Denotation, and Result	301	UNCOVERED		a non-void method call used as an expression statement compiles and quietly discards its result, while a void call cannot appear where a value is required
15.2	Variables as Values	302	UNCOVERED		an expression denoting a variable yields that variable's current value when a value is required
15.3	Type of an Expression	302	UNCOVERED		an expression's value is always assignment-compatible with its compile-time type; a final class type F holds only null or an F
15.4	Expressions and Run-Time Checks	302	UNCOVERED		the only run-time type errors are ClassCastException on a bad cast and ArrayStoreException on a reference array-component store
15.5	Normal and Abrupt Completion of Evaluation	304	UNCOVERED		each predefined operator throws its listed run-time exception (NPE, IndexOutOfBounds, ArithmeticException, ArrayStore, NegativeArraySize), and abrupt subexpression completion aborts the whole expression
15.6	Evaluation Order	305	UNCOVERED		operands of an operator are evaluated left to right
15.6.1	Evaluate Left-Hand Operand First	305	UNCOVERED		`int i=2; int j=(i=3)*i;` prints 9, and an abrupt left operand leaves the right operand unevaluated
15.6.2	Evaluate Operands before Operation	307	UNCOVERED		`1/(divisor*loseBig())` reports loseBig's exception, never ArithmeticException — the operation happens only after both operands complete
15.6.3	Evaluation Respects Parentheses and Precedence	308	UNCOVERED		parentheses/precedence must be honoured: `4.0*x*0.5` overflows to Infinity where `2.0*x` is finite
15.6.4	Argument Lists are Evaluated Left-to-Right	309	UNCOVERED		argument expressions are fully evaluated left to right; an abrupt argument leaves those to its right unevaluated
15.6.5	Evaluation Order for Other Expressions	310	N/A	the section states no rule of its own: its entire body is 'See, specifically, the detailed explanations of evaluation order for the following kinds of expressions' followed by a bullet list of forward references (§15.8.1, §15.9.1, §15.11.4, §15.12.1, §15.25) — there is no proposition here that a program could confirm or falsify	
15.7	Primary Expressions	311	UNCOVERED		`new int[3][3]` always parses as one multidimensional array creation, not `(new int[3])[3]`
15.7.1	Literals	312	UNCOVERED		the type of each literal kind (L suffix = long, F = float, char, String, null type) and that evaluating a literal always completes normally
15.7.2	this	313	UNCOVERED		`this` denotes a reference to the object the instance method was invoked on, so `this == other` detects self-comparison
15.7.3	Parenthesized Expressions	313	UNCOVERED		a parenthesized expression has the type and run-time value of the contained expression
15.8	Class Instance Creation Expressions	314	UNCOVERED		`new C(args)` selects a constructor by the method-matching rules and yields a value of type C; `new` on an abstract class is rejected
15.8.1	Run-time Evaluation of Class Instance Creation Expressions	314	UNCOVERED		allocation, then default-initialized fields, then left-to-right argument evaluation, then constructor; every evaluation yields a fresh object
15.8.2	Example: Evaluation Order and Out-of-Memory Detection	315	UNCOVERED		for class instance creation, OutOfMemoryError is detected BEFORE any argument expression is evaluated (`oldid==id` prints false)
15.9	Array Creation Expressions	315	UNCOVERED		the type of `new double[3][3][]` is `double[][][]`, and a dimension expression whose promoted type is long is a compile-time error
15.9.1	Run-time Evaluation of Array Creation Expressions	316	UNCOVERED		dimensions evaluated left to right, NegativeArraySizeException for a negative dimension, components set to default values, N DimExprs build the nested arrays
15.9.2	Example: Array Creation Evaluation Order	318	UNCOVERED		`new int[i][i=3]` with i==4 yields lengths [4,3]; an abrupt dimension leaves later dimensions unevaluated
15.9.3	Example: Array Creation and Out-of-Memory Detection	319	UNCOVERED		for array creation, OutOfMemoryError is detected AFTER all dimension expressions evaluate (`oldlen==len` prints true)
15.10	Field Access Expressions	319	UNCOVERED		`Primary.Identifier` and `super.Identifier` access a field of an object or an array (e.g. `a.length`)
15.10.1	Field Access Using a Primary	320	UNCOVERED		the field chosen depends on the Primary's static type, not the run-time class (`s.x` reads S's hidden x); NPE only for a non-static field, and a static field via a null Primary still evaluates the Primary without throwing
15.10.2	Accessing Superclass Members using super	322	UNCOVERED		`super.name` behaves exactly as `((S)this).name`, reading the superclass field hidden by the current class
15.11	Method Invocation Expressions	323	UNCOVERED		all three invocation forms — MethodName(args), Primary.Identifier(args), super.Identifier(args) — invoke a class or instance method
15.11.1	Compile-Time Step 1: Determine Class or Interface to Search	324	UNCOVERED		the class searched is fixed by the invocation form, so `Doubler.two(3)` searches Doubler (not the subclass Test) and fails on accessibility
15.11.2	Compile-Time Step 2: Determine Method Signature	325	UNCOVERED		the descriptor (signature plus return type) of the most specific applicable and accessible declaration is what drives the run-time dispatch
15.11.2.1	Find Methods that are Applicable and Accessible	325	UNCOVERED		applicability needs matching arity and method-invocation conversion — an int constant is never implicitly narrowed, so `cp.setColor(37)` on `setColor(byte)` is rejected while a byte variable is accepted
15.11.2.2	Choose the Most Specific Method	327	UNCOVERED		the most specific applicable method is chosen; two maximally specific declarations make the invocation ambiguous and rejected
15.11.2.3	Example: Overloading Ambiguity	327	UNCOVERED		`test(cp,cp)` against test(ColoredPoint,Point)/test(Point,ColoredPoint) is ambiguous, and adding test(ColoredPoint,ColoredPoint) resolves it
15.11.2.4	Example: Return Type Not Considered	328	UNCOVERED		return types do not participate in overload resolution: `String s = test(cp);` picks the int-returning ColoredPoint overload and is then rejected
15.11.2.5	Example: Compile-Time Resolution	329	UNCOVERED		overload selection is frozen at compile time from the static argument type, so `adopt(Point)` runs even when the argument's run-time class is ColoredPoint
15.11.3	Compile-Time Step 3: Is the Chosen Method Appropriate?	332	UNCOVERED		a private method's invocation mode is nonvirtual, so a same-signature subclass method does not override it; and an instance method cannot be called by simple name from a static context
15.11.4	Runtime Evaluation of Method Invocation	333	UNCOVERED		the five run-time steps happen in order — target reference is computed before any argument is evaluated
15.11.4.1	Compute Target Reference (If Necessary)	333	UNCOVERED		for a static invocation via a Primary the Primary is evaluated and the result discarded (no NPE); a simple-name instance call and a super call both target `this`
15.11.4.2	Evaluate Arguments	334	UNCOVERED		argument expressions are evaluated left to right and an abrupt one stops the invocation
15.11.4.3	Check Accessibility of Type and Method	334	N/A	every error it specifies is a linkage check that the method 'still exists' / the target type 'still implements' the interface / T and m are 'still' accessible — i.e. NoSuchMethodError, IncompatibleClassChangeError and IllegalAccessError can only arise when a binary changed after its caller was compiled. javelinac compiles the whole program at once and §15.11.2.1 already rejects the inaccessible cases at compile time, so no Java program on this target can reach these errors	
15.11.4.4	Locate Method to Invoke	335	UNCOVERED		dynamic lookup from the target's run-time class for virtual/interface mode (overriding wins), from C's superclass for super mode, no overriding for static/nonvirtual, NPE on a null target
15.11.4.5	Create Frame, Synchronize, Transfer Control	336	UNCOVERED		argument values are bound to fresh parameter variables and the target becomes `this`, so assigning to a parameter does not affect the caller's variable
15.11.4.6	Implementation Note: Combining Frames	337	N/A	it is an implementation permission, not a rule — 'implementations are permitted some freedom to combine activation frames' — and it prescribes no result; moreover its two conditions are stated over class loaders (§20.14) and SecurityManager (§20.17), neither of which exists in this target, so a Java program has nothing here to observe	
15.11.4.7	Example: Target Reference and Static Methods	337	UNCOVERED		`favorite().mountain()` where favorite() returns null and mountain() is static prints normally — the discarded target reference is never null-checked
15.11.4.8	Example: Evaluation Order	338	UNCOVERED		the target expression is fully evaluated before the arguments: `s.startsWith(s = "two")` tests "one", yielding false
15.11.4.9	Example: Overriding	338	UNCOVERED		late-bound self-reference: Point.move calling clear() runs ColoredPoint.clear when `this` is a ColoredPoint
15.11.4.10	Example: Method Invocation using super	340	UNCOVERED		`super.s()` invokes the immediate superclass method, while `((T1)this).s()` still dispatches to the run-time class's override
15.12	Array Access Expressions	341	UNCOVERED		the index undergoes unary numeric promotion and must promote to int (a long index is rejected), and an array component is never final even when the array reference is
15.12.1	Runtime Evaluation of Array Access	341	UNCOVERED		array reference evaluated, then index, then NullPointerException for a null array, then IndexOutOfBoundsException for an out-of-range index
15.12.2	Examples: Array Access Evaluation Order	342	UNCOVERED		`a[(a=b)[3]]` uses the original a, and the index is fully evaluated before the null check so `nada()[index=2]++` throws NPE with index already 2
15.13	Postfix Expressions	344	N/A	the section is a grammar production plus a note on how the parser unifies Name and Primary at this precedence level ('They become interchangeable only here'); it states no typing or run-time rule that an executing program could confirm — the operators' semantics are stated as rules in §15.13.2/§15.13.3 and name meaning in §15.13.1	
15.13.1	Names	344	UNCOVERED		a simple name in scope of a local or parameter denotes that variable, otherwise it means `this.Identifier`; `TypeName.Identifier` denotes the static field
